index|emotion|nrc|emotion_i_nrc|emotion_u_nrc|emotion_nrc_jaccard|emotion_nrc_dice|variaveis|liwc|emotion_i_liwc|emotion_u_liwc|emotion_liwc_jaccard|emotion_liwc_dice|nrc_i_liwc|nrc_u_liwc|nrc_liwc_jaccard|nrc_liwc_dice
406||disgust|||||['emotion_nrc', 'liwc']|percept|||||326.0|4510.0|0.07228381374722838|0.1348221670802316
407||disgust|||||['emotion_nrc', 'liwc']|see|||||128.0|1941.0|0.06594538897475528|0.12373127114548092
408||disgust|||||['emotion_nrc', 'liwc']|hear|||||92.0|1937.0|0.047496128033040784|0.09068506653523903
409||disgust|||||['emotion_nrc', 'liwc']|feel|||||183.0|2747.0|0.06661812886785584|0.12491467576791809
410||disgust|||||['emotion_nrc', 'liwc']|bio|||||393.0|4754.0|0.08266722759781236|0.15271031668933358
411||disgust|||||['emotion_nrc', 'liwc']|body|||||219.0|2962.0|0.07393652937204591|0.13769254951273183
412||disgust|||||['emotion_nrc', 'liwc']|health|||||116.0|1693.0|0.06851742468989959|0.12824765063571034
413||disgust|||||['emotion_nrc', 'liwc']|sexual|||||173.0|2209.0|0.07831598008148484|0.14525608732157852
414||disgust|||||['emotion_nrc', 'liwc']|ingest|||||368.0|5204.0|0.07071483474250577|0.1320890165111271
415||disgust|||||['emotion_nrc', 'liwc']|relativ|||||513.0|7123.0|0.07202021620103889|0.13436354112100576
416||disgust|||||['emotion_nrc', 'liwc']|motion|||||398.0|5569.0|0.0714670497396301|0.13340036869448635
417||disgust|||||['emotion_nrc', 'liwc']|space|||||454.0|6389.0|0.07105963374550008|0.1326903404939354
418||disgust|||||['emotion_nrc', 'liwc']|time|||||402.0|5692.0|0.07062543921293044|0.13193304890055793
419||disgust|||||['emotion_nrc', 'liwc']|work|||||205.0|3330.0|0.06156156156156156|0.11598302687411599
