index|emotion|nrc|emotion_i_nrc|emotion_u_nrc|emotion_nrc_jaccard|emotion_nrc_dice|variaveis|liwc|emotion_i_liwc|emotion_u_liwc|emotion_liwc_jaccard|emotion_liwc_dice|nrc_i_liwc|nrc_u_liwc|nrc_liwc_jaccard|nrc_liwc_dice
283|anger||||||['emotion', 'liwc']|relativ|6422.0|181995.0|0.03528668370010165|0.06816794662901968||||
284|anger||||||['emotion', 'liwc']|motion|3786.0|111448.0|0.03397099992821764|0.0657097731572279||||
285|anger||||||['emotion', 'liwc']|space|4493.0|130233.0|0.03449970437600301|0.06669833588171549||||
286|anger||||||['emotion', 'liwc']|time|3634.0|110440.0|0.03290474465773271|0.06371302838508337||||
287|anger||||||['emotion', 'liwc']|work|1526.0|52062.0|0.02931120586992432|0.05695304919011719||||
288|anger||||||['emotion', 'liwc']|achieve|1555.0|54048.0|0.02877072232089994|0.05593223387227308||||
289|anger||||||['emotion', 'liwc']|leisure|1028.0|39366.0|0.0261139054005995|0.05089864831410606||||
290|anger||||||['emotion', 'liwc']|home|237.0|14810.0|0.01600270087778528|0.03150129593938991||||
291|anger||||||['emotion', 'liwc']|money|1616.0|57206.0|0.028248785092472816|0.0549454285811431||||
292|anger||||||['emotion', 'liwc']|relig|567.0|24014.0|0.023611226784375782|0.046133192302998255||||
293|anger||||||['emotion', 'liwc']|death|381.0|14014.0|0.027187098615670043|0.05293504689128169||||
294|anger||||||['emotion', 'liwc']|assent|588.0|27018.0|0.02176326893182323|0.042599434905455334||||
295|anger||||||['emotion', 'liwc']|nonfl|1392.0|43159.0|0.03225283254941032|0.06249017979394402||||
296|anger||||||['emotion', 'liwc']|filler|82.0|11518.0|0.007119291543670776|0.014137931034482756||||
297|annoyance||||||['emotion', 'liwc']|negate|4068.0|59392.0|0.06849407327586207|0.128206744405925||||
298|annoyance||||||['emotion', 'liwc']|social|11146.0|166841.0|0.06680612079764567|0.12524510217038326||||
299|annoyance||||||['emotion', 'liwc']|family|449.0|20387.0|0.022023838720753423|0.04309848339412555||||
300|annoyance||||||['emotion', 'liwc']|friend|577.0|22433.0|0.025721035973788615|0.05015210777922642||||
301|annoyance||||||['emotion', 'liwc']|humans|6817.0|107829.0|0.06322046944699478|0.11892259651448805||||
302|annoyance||||||['emotion', 'liwc']|affect|11190.0|161978.0|0.06908345577794515|0.12923865841263976||||
303|annoyance||||||['emotion', 'liwc']|posemo|7371.0|129027.0|0.05712757794880141|0.1080807636475608||||
304|annoyance||||||['emotion', 'liwc']|negemo|8315.0|87546.0|0.09497863980079044|0.1734803517593182||||
305|annoyance||||||['emotion', 'liwc']|anx|2558.0|36315.0|0.07043921244664739|0.13160805700614822||||
306|annoyance||||||['emotion', 'liwc']|anger|5000.0|49621.0|0.10076378952459644|0.18307976785485436||||
307|annoyance||||||['emotion', 'liwc']|sad|2357.0|39452.0|0.05974348575484133|0.11275084311990241||||
308|annoyance||||||['emotion', 'liwc']|cogmech|12551.0|191133.0|0.06566631612542052|0.12323992066141672||||
309|annoyance||||||['emotion', 'liwc']|insight|6706.0|109746.0|0.06110473274652379|0.11517191632603992||||
310|annoyance||||||['emotion', 'liwc']|cause|5386.0|83787.0|0.06428204852781458|0.12079889652697565||||
311|annoyance||||||['emotion', 'liwc']|discrep|7314.0|111823.0|0.0654069377498368|0.12278301451270388||||
312|annoyance||||||['emotion', 'liwc']|tentat|9352.0|140787.0|0.06642658768210133|0.12457789115419711||||
313|annoyance||||||['emotion', 'liwc']|certain|2925.0|50968.0|0.057388949929367446|0.10854842001744197||||
314|annoyance||||||['emotion', 'liwc']|inhib|5193.0|86654.0|0.059927989475384864|0.1130793602403998||||
315|annoyance||||||['emotion', 'liwc']|incl|9604.0|143901.0|0.06674032842023335|0.12512947460994756||||
316|annoyance||||||['emotion', 'liwc']|excl|8582.0|127087.0|0.06752854343874669|0.12651379460304124||||
317|annoyance||||||['emotion', 'liwc']|percept|5909.0|96365.0|0.06131894359985472|0.11555233979310481||||
318|annoyance||||||['emotion', 'liwc']|see|1807.0|40850.0|0.04423500611995104|0.08472231990060249||||
319|annoyance||||||['emotion', 'liwc']|hear|2093.0|40950.0|0.051111111111111114|0.09725158562367865||||
320|annoyance||||||['emotion', 'liwc']|feel|2665.0|51771.0|0.051476695447258115|0.0979131457123962||||
321|annoyance||||||['emotion', 'liwc']|bio|7410.0|109939.0|0.06740101328918764|0.126289955602519||||
322|annoyance||||||['emotion', 'liwc']|body|4387.0|69119.0|0.06347024696537855|0.11936440562675156||||
323|annoyance||||||['emotion', 'liwc']|health|1694.0|33513.0|0.05054754871243995|0.09623086318061749||||
324|annoyance||||||['emotion', 'liwc']|sexual|2476.0|44560.0|0.05556552962298025|0.10528106131473765||||
325|annoyance||||||['emotion', 'liwc']|ingest|6145.0|100420.0|0.061192989444333795|0.11532867264111106||||
326|annoyance||||||['emotion', 'liwc']|relativ|12020.0|181931.0|0.06606900418290451|0.12394883243705887||||
327|annoyance||||||['emotion', 'liwc']|motion|7238.0|113530.0|0.06375407381308905|0.11986618971913089||||
328|annoyance||||||['emotion', 'liwc']|space|8647.0|131613.0|0.06570019678907099|0.12329958648224727||||
329|annoyance||||||['emotion', 'liwc']|time|7109.0|112499.0|0.06319167281486947|0.11887164738144607||||
330|annoyance||||||['emotion', 'liwc']|work|3092.0|56030.0|0.0551847224701053|0.10459727343459288||||
331|annoyance||||||['emotion', 'liwc']|achieve|3039.0|58098.0|0.052308168955902096|0.09941606555768191||||
332|annoyance||||||['emotion', 'liwc']|leisure|2022.0|43906.0|0.04605293126224206|0.08805086221912559||||
333|annoyance||||||['emotion', 'liwc']|home|449.0|20132.0|0.022302801510033776|0.04363247655604684||||
334|annoyance||||||['emotion', 'liwc']|money|3310.0|61046.0|0.05422140680798087|0.10286531170364846||||
335|annoyance||||||['emotion', 'liwc']|relig|958.0|29157.0|0.032856603903007854|0.06362277934584094||||
